fall,nametype,mass,name,recclass,reclat,reclong,id,geolocation.latitude,geolocation.needs_recoding,geolocation.longitude,yearOnly,eraName
Fell,Valid,30,Jodzie,Howardite,55.700000,24.400000,12173,55.7,FALSE,24.4,1877,oilAge
Fell,Valid,8e4,Soko-Banja,LL4,43.666670,21.866670,23661,43.66667,FALSE,21.86667,1877,oilAge
Fell,Valid,5650,Dandapur,L6,26.916670,83.966670,5511,26.91667,FALSE,83.96667,1878,oilAge
Fell,Valid,1e3,Haraiya,Eucrite-mmict,26.800000,82.533330,11824,26.8,FALSE,82.53333,1878,oilAge
Fell,Valid,399,La Charca,OC,20.666670,-101.283330,12394,20.66667,FALSE,-101.28333,1878,oilAge
Fell,Valid,4e3,Mern,L6,55.050000,12.066670,15489,55.05,FALSE,12.06667,1878,oilAge
Fell,Valid,9e3,Rakovka,L6,52.983330,37.033330,22376,52.98333,FALSE,37.03333,1878,oilAge
Fell,Valid,28e3,Tieschitz,H/L3.6,49.600000,17.116670,23989,49.6,FALSE,17.11667,1878,oilAge
Fell,Valid,32e4,Estherville,Mesosiderite-A3/4,43.416670,-94.833330,10059,43.41667,FALSE,-94.83333,1879,oilAge
Fell,Valid,1750,Gnadenfrei,H5,50.666670,16.766670,10936,50.66667,FALSE,16.76667,1879,oilAge
Fell,Valid,2024,Itapicuru-Mirim,H5,-3.400000,-44.333330,12056,-3.4,FALSE,-44.33333,1879,oilAge
Fell,Valid,4500,Kalumbi,L6,17.833330,73.983330,12236,17.83333,FALSE,73.98333,1879,oilAge
Fell,Valid,2800,La Bécasse,L6,47.083330,1.750000,12392,47.08333,FALSE,1.75,1879,oilAge
Fell,Valid,4e3,Nogoya,CM2,-32.366670,-59.833330,16989,-32.36667,FALSE,-59.83333,1879,oilAge
Fell,Valid,16e4,Tenham,L6,-25.733330,142.950000,23897,-25.73333,FALSE,142.95,1879,oilAge
Fell,Valid,900,Tomatlan,H6,20.166670,-105.216670,24020,20.16667,FALSE,-105.21667,1879,oilAge
Fell,Valid,21,Aachen,L5,50.775000,6.083330,1,50.775,FALSE,6.08333,1880,oilAge
Fell,Valid,2700,Andhara,Stone-uncl,26.583330,85.566670,2294,26.58333,FALSE,85.56667,1880,oilAge
Fell,Valid,72,Chetrinahatti,Stone-uncl,14.500000,76.500000,5344,14.5,FALSE,76.5,1880,oilAge
Fell,Valid,910,Ratyn,Stone-uncl,52.200000,17.983330,22398,52.2,FALSE,17.98333,1880,oilAge
Fell,Valid,720,Takenouchi,H5,35.383330,134.900000,23789,35.38333,FALSE,134.9,1880,oilAge
Fell,Valid,8e3,Grossliebenthal,L6,46.350000,30.583330,11208,46.35,FALSE,30.58333,1881,oilAge
Fell,Valid,1600,Middlesbrough,L6,54.566670,-1.166670,16632,54.56667,FALSE,-1.16667,1881,oilAge
Fell,Valid,3400,Pacula,L6,21.050000,-99.300000,18068,21.05,FALSE,-99.3,1881,oilAge
Fell,Valid,37,Piquetberg,H,-32.866670,18.716670,18832,-32.86667,FALSE,18.71667,1881,oilAge
Fell,Valid,11620,Fukutomi,L5,33.183330,130.200000,10836,33.18333,FALSE,130.2,1882,oilAge
Fell,Valid,3e5,Mocs,L5-6,46.800000,24.033330,16709,46.8,FALSE,24.03333,1882,oilAge
Fell,Valid,2e3,Pavlovka,Howardite,52.033330,43.000000,18177,52.03333,FALSE,43,1882,oilAge
Fell,Valid,842,Pirgunje,L6,25.800000,88.450000,18834,25.8,FALSE,88.45,1882,oilAge
Fell,Valid,228e3,Alfianello,L6,45.266670,10.150000,466,45.26667,FALSE,10.15,1883,oilAge
Fell,Valid,1393,Ngawi,LL3.6,-7.450000,111.416670,16966,-7.45,FALSE,111.41667,1883,oilAge
Fell,Valid,360,St. Caprais-de-Quinsac,L6,44.750000,0.050000,23081,44.75,FALSE,0.05,1883,oilAge
Fell,Valid,166e3,Djati-Pengilon,H6,-7.500000,111.500000,7652,-7.5,FALSE,111.5,1884,oilAge
Fell,Valid,1161,Pirthalla,H6,29.583330,76.000000,18835,29.58333,FALSE,76,1884,oilAge
Fell,Valid,1100,Chandpur,L6,27.283330,79.050000,5321,27.28333,FALSE,79.05,1885,oilAge
Fell,Valid,4e3,Mazapil,"Iron, IAB-sLL",24.683330,-101.683330,15453,24.68333,FALSE,-101.68333,1885,oilAge
Fell,Valid,2e3,Assisi,H5,43.033330,12.550000,2353,43.03333,FALSE,12.55,1886,oilAge
Fell,Valid,17,Barntrup,LL4,52.000000,9.100000,4948,52,FALSE,9.1,1886,oilAge
Fell,Valid,762,Bradford Woods,L,40.500000,-80.083330,5128,40.5,FALSE,-80.08333,1886,oilAge
Fell,Valid,48500,Cabin Creek,"Iron, IIIAB",35.500000,-93.500000,5186,35.5,FALSE,-93.5,1886,oilAge
Fell,Valid,45e3,Kyushu,L6,32.033330,130.633330,12390,32.03333,FALSE,130.63333,1886,oilAge
Fell,Valid,4500,Nammianthal,H5,12.283330,79.200000,16902,12.28333,FALSE,79.2,1886,oilAge
Fell,Valid,1900,Novo-Urei,Ureilite,54.816670,46.000000,17933,54.81667,FALSE,46,1886,oilAge
Fell,Valid,1900,Bielokrynitschie,H4,50.133330,27.166670,5043,50.13333,FALSE,27.16667,1887,oilAge
Fell,Valid,340,De Cewsville,H6,43.000000,-80.000000,6621,43,FALSE,-80,1887,oilAge
Fell,Valid,372,Lalitpur,L6,24.450000,78.566670,12451,24.45,FALSE,78.56667,1887,oilAge
Fell,Valid,5e5,Ochansk,H4,57.783330,55.266670,17979,57.78333,FALSE,55.26667,1887,oilAge
Fell,Valid,500,Phu Hong,H4,11.250000,108.583330,18809,11.25,FALSE,108.58333,1887,oilAge
Fell,Valid,2e4,Ergheo,L5,1.166670,44.166670,10044,1.16667,FALSE,44.16667,1889,oilAge
Fell,Valid,220,Ferguson,OC,36.100000,-81.416670,10088,36.1,FALSE,-81.41667,1889,oilAge
Fell,Valid,34e3,Jelica,LL6,43.833330,20.441670,12078,43.83333,FALSE,20.44167,1889,oilAge
Fell,Valid,11e3,Lundsgård,L6,56.216670,13.033330,14755,56.21667,FALSE,13.03333,1889,oilAge
Fell,Valid,8e3,Mighei,CM2,48.066670,30.966670,16634,48.06667,FALSE,30.96667,1889,oilAge
Fell,Valid,5e3,Collescipoli,H5,42.533330,12.616670,5403,42.53333,FALSE,12.61667,1890,oilAge
Fell,Valid,89400,Farmington,L5,39.750000,-97.033330,10074,39.75,FALSE,-97.03333,1890,oilAge
Fell,Valid,152e3,Forest City,H5,43.250000,-93.666670,10119,43.25,FALSE,-93.66667,1890,oilAge
Fell,Valid,1250,Hassi-Jekna,"Iron, IAB-sHL",28.950000,0.816670,11852,28.95,FALSE,0.81667,1890,oilAge
Fell,Valid,6e5,Jianshi,"Iron, IIIAB",30.808330,109.500000,12087,30.80833,FALSE,109.5,1890,oilAge
Fell,Valid,350,Kakangari,K3,12.383330,78.516670,12230,12.38333,FALSE,78.51667,1890,oilAge
Fell,Valid,5800,Misshof,H5,56.666670,23.000000,16703,56.66667,FALSE,23,1890,oilAge
Fell,Valid,105,Nawapali,CM2,21.250000,83.666670,16927,21.25,FALSE,83.66667,1890,oilAge
Fell,Valid,4e3,St. Germain-du-Pinel,H6,48.016670,-1.150000,23087,48.01667,FALSE,-1.15,1890,oilAge
Fell,Valid,1915,Guêa,Stone-uncl,43.766670,20.233330,11440,43.76667,FALSE,20.23333,1891,oilAge
Fell,Valid,27e3,Indarch,EH4,39.750000,46.666670,12027,39.75,FALSE,46.66667,1891,oilAge
Fell,Valid,15e3,Bansur,L6,27.700000,76.333330,4936,27.7,FALSE,76.33333,1892,oilAge
Fell,Valid,21e3,Bath,H4,45.416670,-98.316670,4974,45.41667,FALSE,-98.31667,1892,oilAge
Fell,Valid,167,Cross Roads,H5,35.633330,-78.133330,5476,35.63333,FALSE,-78.13333,1892,oilAge
Fell,Valid,39e3,Guareña,H6,38.733330,-6.016670,11439,38.73333,FALSE,-6.01667,1892,oilAge
Fell,Valid,14e3,Beaver Creek,H5,51.166670,-117.333330,4986,51.16667,FALSE,-117.33333,1893,oilAge
Fell,Valid,100,Bherai,L6,20.833330,71.466670,5039,20.83333,FALSE,71.46667,1893,oilAge
Fell,Valid,900,Pricetown,L6,39.116670,-83.850000,18888,39.11667,FALSE,-83.85,1893,oilAge
Fell,Valid,8600,Bori,L6,21.950000,78.033330,5111,21.95,FALSE,78.03333,1894,oilAge
Fell,Valid,17600,Fisher,L6,47.816670,-96.850000,10107,47.81667,FALSE,-96.85,1894,oilAge
Fell,Valid,25,Los Martinez,L6,38.000000,-0.833330,14708,38,FALSE,-0.83333,1894,oilAge
Fell,Valid,2500,Savtschenskoje,LL4,47.216670,29.866670,23190,47.21667,FALSE,29.86667,1894,oilAge
Fell,Valid,6400,Ambapur Nagla,H5,27.666670,78.250000,2290,27.66667,FALSE,78.25,1895,oilAge
Fell,Valid,1039,Bishunpur,LL3.15,25.383330,82.600000,5060,25.38333,FALSE,82.6,1895,oilAge
Fell,Valid,6100,Nagy-Borové,L5,49.166670,19.500000,16893,49.16667,FALSE,19.5,1895,oilAge
Fell,Valid,1641,Rockhampton,Stone-uncl,-23.383330,150.516670,22640,-23.38333,FALSE,150.51667,1895,oilAge
Fell,Valid,94.2,Atemajac,L6,20.066670,-103.666670,4884,20.06667,FALSE,-103.66667,1896,oilAge
Fell,Valid,2e3,Lesves,L6,50.366670,4.733330,12772,50.36667,FALSE,4.73333,1896,oilAge
Fell,Valid,400,Madrid,L6,40.416670,-3.716670,15382,40.41667,FALSE,-3.71667,1896,oilAge
Fell,Valid,840,Ottawa,LL6,38.600000,-95.216670,18046,38.6,FALSE,-95.21667,1896,oilAge
Fell,Valid,0.8,Delhi,L5,28.566670,77.250000,6642,28.56667,FALSE,77.25,1897,oilAge
Fell,Valid,6400,Gambat,L6,27.350000,68.533330,10851,27.35,FALSE,68.53333,1897,oilAge
Fell,Valid,750,Higashi-koen,H5,33.600000,130.433330,11883,33.6,FALSE,130.43333,1897,oilAge
Fell,Valid,400,Kangra Valley,H5,32.083330,76.300000,12246,32.08333,FALSE,76.3,1897,oilAge
Fell,Valid,7e3,Lancon,H6,43.750000,5.116670,12456,43.75,FALSE,5.11667,1897,oilAge
Fell,Valid,870,Meuselbach,L6,50.583330,11.100000,16626,50.58333,FALSE,11.1,1897,oilAge
Fell,Valid,467,Nio,H3-4,34.200000,131.566670,16982,34.2,FALSE,131.56667,1897,oilAge
Fell,Valid,3200,Andover,L6,44.616670,-70.750000,2295,44.61667,FALSE,-70.75,1898,oilAge
Fell,Valid,340,Mariaville,Iron,42.716670,-99.383330,15419,42.71667,FALSE,-99.38333,1898,oilAge
Fell,Valid,100.7,Mjelleim,H,61.733330,5.933330,16707,61.73333,FALSE,5.93333,1898,oilAge
Fell,Valid,10750,Quesa,"Iron, IAB-ung",39.000000,-0.666670,22360,39,FALSE,-0.66667,1898,oilAge
Fell,Valid,32e3,Allegan,H5,42.533330,-85.883330,2276,42.53333,FALSE,-85.88333,1899,oilAge
Fell,Valid,33e4,Bjurböle,L/LL4,60.400000,25.800000,5064,60.4,FALSE,25.8,1899,oilAge
Fell,Valid,230,Donga Kohrod,H6,21.866670,82.450000,7707,21.86667,FALSE,82.45,1899,oilAge
Fell,Valid,5e3,Magnesia,"Iron, IAB-sHL",37.866670,27.516670,15386,37.86667,FALSE,27.51667,1899,oilAge
Fell,Valid,165,Peramiho,Eucrite-mmict,-10.666670,35.500000,18792,-10.66667,FALSE,35.5,1899,oilAge
Fell,Valid,300,Rancho de la Presa,H5,19.866670,-100.816670,22390,19.86667,FALSE,-100.81667,1899,oilAge
Fell,Valid,9251,Alexandrovsky,H4,50.950000,31.816670,465,50.95,FALSE,31.81667,1900,oilAge
Fell,Valid,127,Emmaville,Eucrite-mmict,-29.466670,151.616670,10033,-29.46667,FALSE,151.61667,1900,oilAge
Fell,Valid,3200,Felix,CO3.3,32.533330,-87.166670,10081,32.53333,FALSE,-87.16667,1900,oilAge
Fell,Valid,240,Forsbach,H6,50.950000,7.316670,10163,50.95,FALSE,7.31667,1900,oilAge
Fell,Valid,700,Leonovka,L6,52.266670,32.850000,12765,52.26667,FALSE,32.85,1900,oilAge
Fell,Valid,37500,N'Goureyma,"Iron, ungrouped",13.850000,-4.383330,16968,13.85,FALSE,-4.38333,1900,oilAge
Fell,Valid,3750,Ofehértó,L6,47.883330,22.033330,17990,47.88333,FALSE,22.03333,1900,oilAge
Fell,Valid,121.5,Ovambo,L6,-18.000000,16.000000,18055,-18,FALSE,16,1900,oilAge
Fell,Valid,705,Chervettaz,L5,46.550000,6.816670,5341,46.55,FALSE,6.81667,1901,worldWars
Fell,Valid,14e3,Hvittis,EL6,61.183330,22.683330,11989,61.18333,FALSE,22.68333,1901,worldWars
Fell,Valid,57900,Phillips County (stone),L6,40.000000,-99.250000,18808,40,FALSE,-99.25,1901,worldWars
Fell,Valid,8400,Sindhri,H5,26.216670,69.550000,23611,26.21667,FALSE,69.55,1901,worldWars
Fell,Valid,780,Achiras,L6,-33.166670,-64.950000,370,-33.16667,FALSE,-64.95,1902,worldWars
Fell,Valid,86e3,Bath Furnace,L6,38.250000,-83.750000,4975,38.25,FALSE,-83.75,1902,worldWars
Fell,Valid,8,Caratash,LL6,38.500000,27.000000,5265,38.5,FALSE,27,1902,worldWars
Fell,Valid,4255,Crumlin,L5,54.616670,-6.216670,5477,54.61667,FALSE,-6.21667,1902,worldWars
Fell,Valid,1293,Kamsagar,L6,14.183330,75.800000,12241,14.18333,FALSE,75.8,1902,worldWars
Fell,Valid,45e3,Marjalahti,"Pallasite, PMG",61.500000,30.500000,15426,61.5,FALSE,30.5,1902,worldWars
Fell,Valid,11300,Mount Browne,H6,-29.800000,141.700000,16766,-29.8,FALSE,141.7,1902,worldWars
Fell,Valid,3840,Dokachi,H5,23.500000,90.333330,7658,23.5,FALSE,90.33333,1903,worldWars
Fell,Valid,48e3,Jackalsfontein,L6,-32.500000,21.900000,12065,-32.5,FALSE,21.9,1903,worldWars
Fell,Valid,28.9,Menziswyl,L5,46.818670,7.218170,15486,46.81867,FALSE,7.21817,1903,worldWars
Fell,Valid,668,Rich Mountain,L6,35.033330,-83.033330,22597,35.03333,FALSE,-83.03333,1903,worldWars
Fell,Valid,13780,St. Mark's,EH5,-32.016670,27.416670,23090,-32.01667,FALSE,27.41667,1903,worldWars
Fell,Valid,23.2,Barnaul,H5,52.733330,84.083330,4947,52.73333,FALSE,84.08333,1904,worldWars
Fell,Valid,5700,Gumoschnik,H5,42.900000,24.700000,11450,42.9,FALSE,24.7,1904,worldWars
Fell,Valid,4742,Okano,"Iron, IIAB",35.083330,135.200000,18000,35.08333,FALSE,135.2,1904,worldWars
Fell,Valid,18600,Shelburne,L5,44.050000,-80.166670,23529,44.05,FALSE,-80.16667,1904,worldWars
Fell,Valid,2500,Bholghati,Howardite,22.083330,86.900000,5041,22.08333,FALSE,86.9,1905,worldWars
Fell,Valid,22e3,Karkh,L6,27.800000,67.166670,12262,27.8,FALSE,67.16667,1905,worldWars
Fell,Valid,550,Minnichhof,OC,47.700000,16.600000,16700,47.7,FALSE,16.6,1905,worldWars
Fell,Valid,35e3,Modoc (1905),L6,38.500000,-101.100000,16711,38.5,FALSE,-101.1,1905,worldWars
Fell,Valid,600,Tomakovka,LL6,47.850000,34.766670,24019,47.85,FALSE,34.76667,1905,worldWars
Fell,Valid,2381,Blackwell,L5,36.833330,-97.333330,5068,36.83333,FALSE,-97.33333,1906,worldWars
Fell,Valid,1e3,Diep River,L6,-33.750000,18.566670,7642,-33.75,FALSE,18.56667,1906,worldWars
Fell,Valid,331,Kijima (1906),Stone-uncl,36.850000,138.383330,12305,36.85,FALSE,138.38333,1906,worldWars
Fell,Valid,97.7,Kirbyville,Eucrite-mmict,30.750000,-95.950000,12321,30.75,FALSE,-95.95,1906,worldWars
Fell,Valid,845.2,Krutikha,OC,56.800000,77.000000,12363,56.8,FALSE,77,1906,worldWars
Fell,Valid,3719,Kulp,H6,41.116670,45.000000,12373,41.11667,FALSE,45,1906,worldWars
Fell,Valid,1e3,Bali,CV3,5.383330,16.383330,4928,5.38333,FALSE,16.38333,1907,worldWars
Fell,Valid,8200,Chainpur,LL3.4,25.850000,83.483330,5315,25.85,FALSE,83.48333,1907,worldWars
Fell,Valid,438,Domanitch,L5,40.000000,29.000000,7661,40,FALSE,29,1907,worldWars
Fell,Valid,877,Leighton,H5,34.583330,-87.500000,12760,34.58333,FALSE,-87.5,1907,worldWars
Fell,Valid,1230,Avce,"Iron, IIAB",46.000000,13.500000,4906,46,FALSE,13.5,1908,worldWars
Fell,Valid,1900,Kagarlyk,L6,49.866670,30.833330,12227,49.86667,FALSE,30.83333,1908,worldWars
Fell,Valid,1630,Kangean,H5,-7.000000,115.500000,12245,-7,FALSE,115.5,1908,worldWars
Fell,Valid,4500,Mokoia,CV3,-39.633330,174.400000,16713,-39.63333,FALSE,174.4,1908,worldWars
Fell,Valid,1001,Novy-Projekt,OC,56.000000,22.000000,17935,56,FALSE,22,1908,worldWars
Fell,Valid,350,Sete Lagoas,H4,-19.466670,-44.216670,23504,-19.46667,FALSE,-44.21667,1908,worldWars
Fell,Valid,5100,Blanket,L6,31.833330,-98.833330,5071,31.83333,FALSE,-98.83333,1909,worldWars
Fell,Valid,14290,Gifu,L6,35.533330,136.883330,10914,35.53333,FALSE,136.88333,1909,worldWars
Fell,Valid,4500,Baroti,L6,31.616670,76.800000,4949,31.61667,FALSE,76.8,1910,worldWars
Fell,Valid,690,Grzempach,H5,52.866670,16.633330,11429,52.86667,FALSE,16.63333,1910,worldWars
Fell,Valid,1110.6,Hashima,H4,35.294500,136.700330,11848,35.2945,FALSE,136.70033,1910,worldWars
Fell,Valid,6100,Hedjaz,L3.7-6,27.333330,35.666670,11870,27.33333,FALSE,35.66667,1910,worldWars
Fell,Valid,9700,Khohar,L3.6,25.100000,81.533330,12298,25.1,FALSE,81.53333,1910,worldWars
Fell,Valid,212.5,Lakangaon,Eucrite-mmict,21.866670,76.033330,12435,21.86667,FALSE,76.03333,1910,worldWars
Fell,Valid,8510,Mirzapur,L5,25.683330,83.250000,16701,25.68333,FALSE,83.25,1910,worldWars
Fell,Valid,515,Paitan,H6,17.743330,120.455830,18072,17.74333,FALSE,120.45583,1910,worldWars
Fell,Valid,NA,Palahatchie,OC,32.316670,-89.716670,18073,32.31667,FALSE,-89.71667,1910,worldWars
Fell,Valid,17e3,St. Michel,L6,61.650000,27.200000,23093,61.65,FALSE,27.2,1910,worldWars
Fell,Valid,16400,Demina,L6,51.466670,84.766670,6649,51.46667,FALSE,84.76667,1911,worldWars
Fell,Valid,107.2,Erevan,Howardite,40.300000,44.500000,10043,40.3,FALSE,44.5,1911,worldWars
Fell,Valid,772,Kilbourn,H5,43.583330,-89.600000,12308,43.58333,FALSE,-89.6,1911,worldWars
Fell,Valid,1e4,Nakhla,Martian (nakhlite),31.316670,30.350000,16898,31.31667,FALSE,30.35,1911,worldWars
Fell,Valid,7.7,Tonk,CI1,24.650000,76.866670,24026,24.65,FALSE,76.86667,1911,worldWars
Fell,Valid,22e4,Holbrook,L/LL6,34.900000,-110.183330,11894,34.9,FALSE,-110.18333,1912,worldWars
Fell,Valid,460,Leeuwfontein,L6,-25.666670,28.366670,12756,-25.66667,FALSE,28.36667,1912,worldWars
Fell,Valid,17200,N'Kandhla,"Iron, IID",-28.566670,30.700000,16983,-28.56667,FALSE,30.7,1912,worldWars
Fell,Valid,5e3,Shupiyan,H6,33.716670,74.833330,23583,33.71667,FALSE,74.83333,1912,worldWars
Fell,Valid,14,Banswal,L5,30.400000,78.200000,4937,30.4,FALSE,78.2,1913,worldWars
Fell,Valid,448,Kamiomi,H5,36.041670,139.956670,12240,36.04167,FALSE,139.95667,1913,worldWars
Fell,Valid,1880,Moore County,Eucrite-cm,35.416670,-79.383330,16736,35.41667,FALSE,-79.38333,1913,worldWars
Fell,Valid,4180,Sakauchi,Iron,35.666670,136.300000,23103,35.66667,FALSE,136.3,1913,worldWars
Fell,Valid,15e3,Appley Bridge,LL6,53.583330,-2.716670,2318,53.58333,FALSE,-2.71667,1914,worldWars
Fell,Valid,1550,Kisvarsány,L6,48.166670,22.308330,12325,48.16667,FALSE,22.30833,1914,worldWars
Fell,Valid,45e3,Kuttippuram,L6,10.833330,76.033330,12384,10.83333,FALSE,76.03333,1914,worldWars
Fell,Valid,1100,Nyirábrany,LL5,47.550000,22.025000,17970,47.55,FALSE,22.025,1914,worldWars
Fell,Valid,18e3,Palinshih,Iron,43.483330,118.616670,18077,43.48333,FALSE,118.61667,1914,worldWars
Fell,Valid,13e3,Ryechki,L5,51.133330,34.500000,22791,51.13333,FALSE,34.5,1914,worldWars
Fell,Valid,14e3,Saint-Sauveur,EH5,43.733330,1.383330,23101,43.73333,FALSE,1.38333,1914,worldWars
Fell,Valid,24750,Meester-Cornelis,H5,-6.233330,106.883330,15470,-6.23333,FALSE,106.88333,1915,worldWars
Fell,Valid,611,Baxter,L6,36.750000,-93.500000,4977,36.75,FALSE,-93.5,1916,worldWars
Fell,Valid,256e3,Boguslavka,"Iron, IIAB",44.550000,131.633330,5098,44.55,FALSE,131.63333,1916,worldWars
Fell,Valid,2400,Calivo,Stone-uncl,11.750000,122.333330,5200,11.75,FALSE,122.33333,1916,worldWars
Fell,Valid,840,Ekh Khera,H6,28.266670,78.783330,7777,28.26667,FALSE,78.78333,1916,worldWars
Fell,Valid,100,Rampurhat,LL,24.166670,87.766670,22385,24.16667,FALSE,87.76667,1916,worldWars
Fell,Valid,355,Renqiu,L6,38.666670,116.133330,22589,38.66667,FALSE,116.13333,1916,worldWars
Fell,Valid,1455,Sinai,L6,30.900000,32.483330,23606,30.9,FALSE,32.48333,1916,worldWars
Fell,Valid,1710.5,Sultanpur,L/LL6,25.933330,84.283330,23741,25.93333,FALSE,84.28333,1916,worldWars
Fell,Valid,600,Tomita,L,34.500000,133.750000,24023,34.5,FALSE,133.75,1916,worldWars
Fell,Valid,104e3,Colby (Wisconsin),L6,44.900000,-90.283330,5395,44.9,FALSE,-90.28333,1917,worldWars
Fell,Valid,1460,Cranganore,L6,10.200000,76.266670,5465,10.2,FALSE,76.26667,1917,worldWars
Fell,Valid,380,Garhi Yasin,"Iron, IIE",27.883330,68.533330,10860,27.88333,FALSE,68.53333,1917,worldWars
Fell,Valid,880,Independence,L6,39.083330,-94.400000,12028,39.08333,FALSE,-94.4,1917,worldWars
Fell,Valid,52900,Nan Yang Pao,L6,35.666670,103.500000,16903,35.66667,FALSE,103.5,1917,worldWars
Fell,Valid,290.4,Ranchapur,H4,23.983330,87.083330,22387,23.98333,FALSE,87.08333,1917,worldWars
Fell,Valid,240,Sediköy,L6,38.300000,27.133330,23473,38.3,FALSE,27.13333,1917,worldWars
Fell,Valid,0.15,Silistra,Achondrite-ung,44.116670,27.266670,55584,44.11667,FALSE,27.26667,1917,worldWars
Fell,Valid,13400,Strathmore,L6,56.583330,-3.250000,23729,56.58333,FALSE,-3.25,1917,worldWars
Fell,Valid,152e3,Glasatovo,H4,57.350000,37.616670,10926,57.35,FALSE,37.61667,1918,worldWars
Fell,Valid,1050,Norfork,"Iron, IIIAB",36.216670,-92.266670,16994,36.21667,FALSE,-92.26667,1918,worldWars
Fell,Valid,9e4,Richardton,H5,46.883330,-102.316670,22599,46.88333,FALSE,-102.31667,1918,worldWars
Fell,Valid,2e5,Saratov,L4,52.550000,46.550000,23176,52.55,FALSE,46.55,1918,worldWars
Fell,Valid,905,Tané,L5,35.433330,136.233330,23801,35.43333,FALSE,136.23333,1918,worldWars
Fell,Valid,4239,Adhi Kot,EH4,32.100000,71.800000,379,32.1,FALSE,71.8,1919,worldWars
Fell,Valid,12e4,Bur-Gheluai,H5,5.000000,48.000000,5169,5,FALSE,48,1919,worldWars
Fell,Valid,212,Cacak,OC,43.838890,20.333330,5187,43.83889,FALSE,20.33333,1919,worldWars
Fell,Valid,17e3,Cumberland Falls,Aubrite,36.833330,-84.350000,5496,36.83333,FALSE,-84.35,1919,worldWars
Fell,Valid,4910,Raoyang,L6,38.200000,115.700000,22394,38.2,FALSE,115.7,1919,worldWars
Fell,Valid,1e4,Rembang,"Iron, IVA",-6.733330,111.366670,22585,-6.73333,FALSE,111.36667,1919,worldWars
Fell,Valid,24.3,St. Mary's County,LL3.3,38.166670,-76.383330,23091,38.16667,FALSE,-76.38333,1919,worldWars
Fell,Valid,1440,Aguila Blanca,L,-30.866670,-64.550000,417,-30.86667,FALSE,-64.55,1920,worldWars
Fell,Valid,1280,Atarra,L4,25.254170,80.625000,4883,25.25417,FALSE,80.625,1920,worldWars
Fell,Valid,4460,Kushiike,OC,37.050000,138.383330,12381,37.05,FALSE,138.38333,1920,worldWars
Fell,Valid,71400,Merua,H5,25.483330,81.983330,15492,25.48333,FALSE,81.98333,1920,worldWars
Fell,Valid,1222,Simmern,H5,49.983330,7.533330,23603,49.98333,FALSE,7.53333,1920,worldWars
Fell,Valid,1100,Beyrout,LL3.8,33.883330,35.500000,5035,33.88333,FALSE,35.5,1921,worldWars
Fell,Valid,315,Haripura,CM2,28.383330,75.783330,11829,28.38333,FALSE,75.78333,1921,worldWars
Fell,Valid,3760,Pitts,"Iron, IAB-ung",31.950000,-83.516670,18837,31.95,FALSE,-83.51667,1921,worldWars
Fell,Valid,10600,Rose City,H5,44.516670,-83.950000,22766,44.51667,FALSE,-83.95,1921,worldWars
Fell,Valid,2462,Samelia,"Iron, IIIAB",25.666670,74.866670,23115,25.66667,FALSE,74.86667,1921,worldWars
Fell,Valid,1265,Sharps,H3.4,37.833330,-76.700000,23525,37.83333,FALSE,-76.7,1921,worldWars
Fell,Valid,3679.7,Shikarpur,L6,25.850000,87.577500,23534,25.85,FALSE,87.5775,1921,worldWars
Fell,Valid,345,Baldwyn,L6,34.500000,-88.666670,4926,34.5,FALSE,-88.66667,1922,worldWars
Fell,Valid,3640,Florence,H3,30.833330,-97.766670,10111,30.83333,FALSE,-97.76667,1922,worldWars
Fell,Valid,3500,Hedeskoga,H5,55.466670,13.783330,11869,55.46667,FALSE,13.78333,1922,worldWars
Fell,Valid,1810,Nagai,L6,38.121670,140.061670,16890,38.12167,FALSE,140.06167,1922,worldWars
Fell,Valid,12,Patti,Iron,38.133330,14.966670,18118,38.13333,FALSE,14.96667,1922,worldWars
Fell,Valid,16500,Tjerebon,L5,-6.666670,106.583330,24012,-6.66667,FALSE,106.58333,1922,worldWars
Fell,Valid,1300,Ashdon,L6,52.050000,0.300000,2346,52.05,FALSE,0.3,1923,worldWars
Fell,Valid,560,Birni N'konni,H4,13.766670,5.300000,5056,13.76667,FALSE,5.3,1923,worldWars
Fell,Valid,1415,Holetta,Stone-uncl,9.066670,38.416670,11895,9.06667,FALSE,38.41667,1923,worldWars
Fell,Valid,149e3,Montferré,H5,43.390560,1.962500,16727,43.39056,FALSE,1.9625,1923,worldWars
Fell,Valid,23200,Nakhon Pathom,L6,13.733330,100.083330,16899,13.73333,FALSE,100.08333,1923,worldWars
Fell,Valid,1800,Serra de Magé,Eucrite-cm,-8.383330,-36.766670,23502,-8.38333,FALSE,-36.76667,1923,worldWars
Fell,Valid,18e3,Béréba,Eucrite-mmict,11.650000,-3.650000,5028,11.65,FALSE,-3.65,1924,worldWars
Fell,Valid,82,Fenghsien-Ku,H5,34.600000,116.750000,10086,34.6,FALSE,116.75,1924,worldWars
Fell,Valid,6067,Forksville,L6,36.783330,-78.083330,10123,36.78333,FALSE,-78.08333,1924,worldWars
Fell,Valid,40300,Johnstown,Diogenite,40.350000,-104.900000,12198,40.35,FALSE,-104.9,1924,worldWars
Fell,Valid,2e3,La Colina,H5,-37.333330,-61.533330,12395,-37.33333,FALSE,-61.53333,1924,worldWars
